IDpol,Actual,Pred_LGBM
19591.0,679.91,1758.7463766105436
19642.0,1057.94,3506.8602831894545
19677.0,240.86,1700.6961946504184
19731.0,1128.12,2615.376812054487
19831.0,1368.55,1178.278148520835
19857.0,504.93,2899.1640182568854
19871.0,1128.12,-1127.0380343033883
19883.0,30829.41,1923.196913614183
19887.0,1128.12,792.3781378835811
19887.0,1128.12,792.3781378835811
19962.0,1128.12,571.9668161805348
20001.0,4836.6,2874.9357821100693
20012.0,215.84,1183.2068958218972
20072.0,500.0,919.222508328482
20126.0,1189.41,1916.9797877191588
20299.0,1128.12,1465.743297713279
20319.0,402.79,2250.0803602370815
20324.0,1128.12,3725.9829067185506
20394.0,795.38,1195.9953465170609
20462.0,2163.72,710.6014270855756
20503.0,2821.16,1637.9914464066007
20513.0,858.28,2162.158810281583
20558.0,1128.12,1083.8337176878517
20734.0,1128.12,1344.9582095426163
20761.0,1128.12,1567.1398173876935
20769.0,1128.12,2388.1903504515617
20778.0,1128.12,1503.539988111835
20867.0,1128.12,752.5114361363931
20881.0,3115.36,5388.029920880511
20918.0,1128.12,946.1852893129584
20924.0,569.2,1138.038169329999
20946.0,716.23,1586.0751180439502
21024.0,587.73,773.5011667338587
21039.0,217.89,710.3211534524202
21060.0,1128.12,1722.4913143888691
21068.0,1721.48,7694.316714815299
21155.0,10407.2,15964.916709628189
21180.0,161.03,1645.062487624732
21222.0,1128.12,1192.814550895187
21271.0,1128.12,11579.572499668026
21292.0,1128.12,7860.274647353263
21328.0,1128.12,1672.6883825032978
21343.0,1128.12,3330.942996470926
21357.0,446.45,3253.0097733535567
21357.0,1272.46,3253.0097733535567
21359.0,492.97,757.2710729686543
21432.0,1128.12,1057.44816303876
21462.0,1152.45,-2656.7894683770674
21549.0,1128.12,1165.8198062521578
21575.0,1128.12,2394.3441225710953
21602.0,133.39,222.581575457272
21663.0,1128.12,1387.1540381220555
21701.0,75.32,91.65619304972616
21773.0,1128.12,5681.6539854825605
21825.0,1085.44,45.47433684815489
21846.0,3407.2,1794.9713922463611
21856.0,366.4,2047.205351991976
21905.0,68.92,1477.5825905683464
21940.0,1128.12,2117.521877235541
21969.0,1247.73,1489.2872163058942
21974.0,1128.12,3049.0970203928464
21988.0,92.43,905.8538481578161
22044.0,1128.12,1128.0944745576974
22079.0,71.47,1169.709941900519
22111.0,1128.12,10451.223040465296
22231.0,1250.08,1349.6175771426929
22234.0,1320.24,1506.9245896813268
22289.0,1128.12,3083.648946998339
22300.0,1957.96,1606.126478631854
22303.0,66.32,-1067.5020913889462
22350.0,2839.2,1174.8481477104092
22364.0,914.09,3066.1340409725617
22479.0,139.65,1610.9302373738924
22576.0,1128.12,642.0858680110584
22652.0,1128.12,1883.8510566869793
22695.0,64.0,1454.007852146099
22729.0,3921.13,1601.7203991052568
22743.0,1128.12,1901.1813611674447
22752.0,400.15,1592.8691867206458
22787.0,1128.12,1572.1669598570465
22816.0,564.06,1743.8796769219557
22838.0,1128.12,1499.5416445825122
22870.0,462.01,1072.382676627521
22889.0,1128.12,1158.6742466165056
22913.0,304.9,1627.6829035755927
22925.0,264.4,1492.4792713631505
22925.0,1128.12,1492.4792713631505
22936.0,76.11,1814.0592879372089
22965.0,1128.12,1507.6351031741583
22984.0,1128.12,1453.9751743665124
23018.0,867.21,1185.7503212272343
23097.0,1128.12,1066.687976010187
23145.0,1128.12,1249.1870652465927
23150.0,538.15,1701.810030394527
23164.0,208.13,-1817.347817520839
23167.0,62.56,1120.0527783278185
23172.0,1128.12,1460.3212261594665
23236.0,1128.12,1141.734030774633
23250.0,79.13,1550.035367958482
23325.0,42.76,1322.0485624935814
23336.0,1128.12,-2797.2911806345187
23370.0,2564.57,442.3802272976018
23397.0,1128.12,1530.345100406201
23422.0,7622.45,732.89531352011
23427.0,1128.12,1518.9379004882203
23433.0,1128.12,1033.492584957113
23459.0,1128.12,2012.298500809487
23489.0,3000.0,764.379452502113
23514.0,84.09,3752.335811638731
23528.0,7902.51,2836.327439718099
23586.0,1472.37,1883.212832161
23587.0,1128.12,1719.2759692630486
23692.0,1128.12,640.7850091070533
23707.0,389.21,5012.8448466839245
23730.0,1128.12,1563.2130720585942
23891.0,803.14,833.2154444350329
23895.0,405.91,1067.9311090236315
23945.0,4817.74,4362.144386364613
23980.0,1387.24,1658.4228492282434
23985.0,672.48,1532.8622896640268
24032.0,1377.95,6195.358136064307
24072.0,564.06,1612.3360761020524
24081.0,97.13,874.8279132784425
24110.0,2174.7,1005.7259206912273
24144.0,1128.12,1680.2823403461687
24169.0,963.35,1983.1134080664692
24313.0,1491.02,887.1750550037784
24346.0,1865.73,6883.281420624818
24388.0,55.96,1820.605699766236
24415.0,1128.12,847.9814011095699
24445.0,7083.38,2110.122845371357
24478.0,1128.12,1335.7732999464865
24569.0,50.46,1043.5534644821487
24771.0,57.74,2133.9000275942435
24783.0,135.7,758.4440388142478
24936.0,700.0,1290.7651686282825
24951.0,364.81,-365.0859196821579
24992.0,1128.12,1084.7909130839723
24992.0,1128.12,1084.7909130839723
25040.0,26665.92,24291.157899212332
25068.0,1128.12,2298.6865794842906
25071.0,273.88,463.07531014074215
25130.0,431.18,1037.9682623955173
25313.0,1128.12,5793.69135739107
25395.0,1128.12,1241.0446879006327
25421.0,4749.75,-6591.514682885544
25472.0,84.97,3610.4100202987047
25489.0,1009.69,2501.658799855206
25509.0,619.71,171.28421993869884
25509.0,2673.31,171.28421993869884
25633.0,1128.12,526.545548461087
25729.0,1393.49,1900.0250876604393
25744.0,1128.12,1617.0997999507395
25755.0,2081.53,1323.6757770589188
25763.0,1128.12,288.9514653662558
25763.0,1128.12,288.9514653662558
25781.0,466.51,1988.8090513713655
25789.0,1824.17,94.50888648797853
25799.0,324.21,1154.5720117240942
25838.0,1128.12,-466.3856496551246
25847.0,696.7,1227.0334537502874
25863.0,1128.12,1551.7994311666419
25882.0,528.35,1897.173404528287
25890.0,407.21,5088.50143472746
25906.0,1246.34,1159.7016544159733
25916.0,264.53,909.8271591300407
25922.0,1128.12,1418.64520998182
25942.0,1128.12,1427.5547655550617
25944.0,93.87,6695.883066243499
26156.0,1128.12,755.3648135486512
26242.0,1037.89,2511.0013349193337
26255.0,1128.12,1611.4414591212014
26313.0,584.51,2004.3499705194977
26380.0,991.68,4278.2456105434285
26387.0,1189.75,1051.2921493584718
26395.0,1128.12,1424.370086840478
26438.0,241.34,-4895.872512521784
26480.0,154.98,1152.276973437466
26551.0,1623.46,2010.2626770385941
26584.0,1128.12,300.1294311622133
26647.0,1128.12,1288.2735968216289
26684.0,1128.12,1248.2032748504384
26712.0,1128.12,799.1878760382998
26746.0,1134.09,652.5324628910622
26769.0,1128.12,3039.7276860424404
26815.0,1128.12,1866.5572902066149
26825.0,826.83,1392.161801994191
26871.0,1128.12,1640.145494304708
26931.0,108.64,1030.9560807086161
26959.0,1128.12,-137135.5777819523
27024.0,36.95,1621.7109368502424
27105.0,92.37,1625.5061810826621
27133.0,317.51,4473.168038845615
27224.0,4605.54,9155.440843059225
27242.0,2473.95,3091.5876241907235
27252.0,560.09,-653.460197518278
27310.0,1128.12,947.8081152437096
27455.0,2487.55,1258.8473024538175
27507.0,3330.28,1175.2325254514685
27509.0,1782.95,1416.403677561999
27519.0,5907.42,1245.5290486039532
27524.0,1128.12,1548.859184663652
27539.0,1128.12,383.0967140160373
27577.0,1128.12,467.12259761337015
27660.0,1128.12,-12739.120975390177
27728.0,1128.12,1350.9507352395644
27748.0,2652.61,8935.929926965287
27836.0,1128.12,1733.7170952033212
27886.0,1128.12,2285.6095031531695
27926.0,1128.12,-794.4131163117507
27951.0,71.47,491.0291736086542
27988.0,1128.12,-24.9081434464125
28045.0,1128.12,3416.248222152695
28068.0,3848.47,7799.3511116120035
28070.0,329.2,1009.6850061825554
28087.0,1128.12,1254.9923395391666
28168.0,1496.45,3070.913992948225
28210.0,1128.12,1970.1932810934998
28218.0,1128.12,2202.640170026773
28233.0,564.06,1226.4075436181793
28303.0,1399.65,3015.861984099581
28309.0,172.25,1043.873992229401
28321.0,1128.12,1146.1360240920253
28328.0,1128.12,2712.9615159603213
28378.0,1128.12,1070.3011375803349
28462.0,65.27,3881.407444731494
28509.0,115232.88,49220.582843865304
28523.0,1128.13,1898.2344712269144
28610.0,1128.12,1506.7941342460313
28615.0,1128.12,1287.9816903155306
28702.0,1187.79,1194.2649480837376
28705.0,1128.12,1615.1344239715131
28742.0,1128.12,602.3481816964801
28928.0,245.99,1463.4245657341182
28939.0,148.79,81.5842117176619
28987.0,757.58,2354.577505279604
29067.0,507.65,1803.2747599499985
29076.0,681.62,1271.5882406050264
29091.0,1191.57,1394.7676181713744
29111.0,1128.12,937.9920404556159
29136.0,614.49,-6228.790907320769
29140.0,327.79,948.7939092029568
29148.0,255.43,715.8487173426062
29240.0,1766.68,2126.3072479776447
29240.0,376.43,2126.3072479776447
29266.0,915.82,310.8116978526708
29282.0,1128.0,1519.7827189247237
29349.0,1128.12,2046.7181451937797
29371.0,102.72,1361.2082742718462
29378.0,1128.12,3376.4496550049785
29392.0,21.15,1694.5015076945197
29426.0,1128.12,763.9190113590671
29434.0,1128.12,1624.2627208537253
29469.0,1128.12,48.01177468422263
29493.0,1023.89,737.1942575194114
29519.0,4343.73,656.8566222389463
29543.0,92.77,1261.0412959864127
29567.0,1128.12,3896.0938957332505
29567.0,1128.12,3896.0938957332505
29669.0,1128.12,1328.3573961504062
29694.0,1208.7,1240.8542907134304
29706.0,187.89,2482.1656771165885
29755.0,951.46,1412.7592439665266
29755.0,278.11,1412.7592439665266
29761.0,424.26,1008.8081183684865
29778.0,1128.12,1830.3866568376754
29878.0,1987.24,1277.5767818061775
29913.0,1128.12,837.3728117166636
29993.0,1128.12,1912.2060577006607
30011.0,1392.37,1034.8357712565964
30056.0,229.69,1587.6217742743818
30080.0,1106.4,-1148.1496416638386
30125.0,1128.12,771.5556081218829
30210.0,1128.12,2092.108404423089
30212.0,890.29,1471.2722296530558
30217.0,1128.12,1417.4075181307962
30308.0,1128.12,1578.5185348601499
30353.0,1580.23,1982.8448621081166
30394.0,1128.12,1888.180442447439
30402.0,626.7,1705.4527810181805
30411.0,1128.12,1460.4954790692734
30423.0,921.31,1665.8946137698729
30441.0,1128.12,972.4881979190352
30477.0,1190.15,3121.8640015704673
30479.0,564.0,1794.6427651734427
30519.0,1128.12,1504.1444709691652
30655.0,1472.37,4767.519170326324
30688.0,3195.03,2059.475664679807
30697.0,1128.12,1396.5047389909591
30714.0,1825.08,1670.9737468814565
30718.0,1936.46,980.7405378616639
30738.0,116318.9,8344.820130927577
30746.0,986.46,4057.1419505242175
30959.0,1128.12,1509.691958933582
31013.0,1128.12,545.7548190209721
31022.0,1433.02,1728.5652887919605
31073.0,1374.08,1572.848721102207
31092.0,4272.37,978.0115911180252
31106.0,1128.12,1684.3181338972354
31134.0,15316.87,2794.5538582671297
31160.0,243.52,1539.7074729869973
31166.0,2814.71,1448.8385366008893
31182.0,1128.12,1387.2483922039037
31194.0,2589.5,582.2726723574576
31259.0,474.22,863.4964483558211
31261.0,1128.12,2707.6289359502457
31265.0,1128.12,3832.8124496471046
31359.0,1128.12,1509.576980132189
31380.0,1128.13,1085.6565962023449
31437.0,1128.12,1495.1388317767785
31466.0,1128.12,1290.973265705446
31490.0,533.57,1974.7582895979951
31504.0,1128.12,12131.449646686191
31507.0,3687.53,2826.770330598748
31531.0,1128.12,2311.0535608081127
31540.0,2075.68,3667.8640097135008
31559.0,1128.12,2264.1888469340875
31564.0,1128.12,5554.103133621088
31641.0,1128.12,802.0540386221724
31658.0,623.56,1713.7748889463192
31685.0,1128.12,355.4333829974074
31752.0,1199.39,1192.3754160660908
31753.0,1128.12,649.7940048759142
31774.0,531.32,-4364.9737894724385
31817.0,564.06,1579.2338474469839
31822.0,1128.12,-297.1408681689144
31877.0,1128.12,1691.6964450190296
31878.0,1128.12,2130.696354223189
31966.0,1128.12,7887.9924130178815
32018.0,39.0,818.1579011152564
32039.0,1087.56,2841.3019640417974
32096.0,1077.15,1109.6583744234413
32133.0,153.83,1257.229572156333
32135.0,3230.1,-498.4210844449301
32162.0,1128.12,2144.694291368242
32187.0,1128.12,6113.88495759966
32300.0,373.36,2582.1918983055107
32404.0,1280.57,355.24707882972024
32472.0,90.27,1691.9543735201885
32473.0,1128.12,1437.777992442602
32487.0,1128.12,-6480.497246197376
32593.0,2037.72,3081.84955048735
32603.0,630.46,1754.951449680761
32619.0,91.71,2913.0383359365437
32686.0,2715.79,680.5537498030046
32695.0,1128.12,1313.4785810583887
32706.0,309.29,1323.6566596513255
32735.0,8363.96,2759.8770573116185
32776.0,4602.32,12124.23769529897
32819.0,25.66,1049.3643652757214
32867.0,1163.61,1826.9793566773187
32901.0,1128.12,1377.0535123581653
32931.0,319.21,1692.4359301157774
32969.0,1128.12,1148.0631972671408
33001.0,1128.12,1119.5612581127161
33071.0,586.08,1684.704322791841
33102.0,1128.12,1509.1115634346754
33124.0,335.33,3476.1369581763006
33129.0,1128.12,891.5276774373341
33137.0,1128.12,1562.8829928414189
33157.0,3921.7,1323.1989862653706
33201.0,1303.48,1066.6496100857073
33243.0,1128.12,1321.6257548548574
33264.0,1827.99,689.9127866166456
33268.0,1128.12,1963.839218444914
33299.0,92.91,1096.5681506665485
33321.0,256.67,1501.1893851553982
33325.0,1128.12,161.2250460455347
33385.0,1128.12,577.1615722786457
33428.0,1643.48,1794.3672063848016
33431.0,868.93,-2196.829924647796
33470.0,1128.12,1206.6323827581937
33488.0,399.66,2041.752203457416
33523.0,1128.12,-2894.2614931103662
33552.0,1128.12,1769.3275660813824
33589.0,286.51,378.1882847292844
33602.0,2237.49,366.05539980463953
33708.0,913.52,1385.727465163957
33739.0,1120.12,1141.002562599491
33812.0,84.56,-254.28585332474847
33822.0,641.72,1535.8711130699555
33830.0,1128.12,1756.005431696
33834.0,1206.53,2642.571361888442
33865.0,1128.12,1971.456129985383
33905.0,1128.12,1325.8555513115393
33946.0,1128.12,-1904.186420129121
33982.0,59.61,103.02410630779407
34000.0,956.6,14157.1475385542
34039.0,1128.12,-919.7823747055996
34192.0,1128.12,-536.5296684323063
34195.0,77.12,1659.512905346192
34273.0,2132.54,-306.47190768698994
34286.0,787.17,1950.4537607929094
34367.0,2280.57,1044.8387607572906
34369.0,4644.02,-2039.2743190620542
34415.0,1128.12,1937.538954953298
34544.0,75.32,999.5907561585296
34595.0,1128.12,819.4133877237161
34713.0,459.14,-2221.7228537255837
34719.0,364.81,1902.333385746338
34720.0,1128.12,910.7946644606833
34727.0,1745.23,1557.0126401523403
34736.0,1733.76,1950.1833917910574
34738.0,324.04,4934.458735364669
34754.0,156.68,-545.3841612038692
34865.0,1128.12,1542.3057455209514
34932.0,1430.17,1840.0153319239628
34994.0,65.64,873.3554979832625
35015.0,1863.17,2742.900259448655
35028.0,1128.12,1521.1144466932492
35072.0,1128.12,1303.288187976075
35084.0,3518.73,1417.01154753407
35104.0,70.78,1748.3195436886087
35125.0,2723.29,1111.2188974873895
35149.0,1128.12,1224.8771976664452
35159.0,1128.12,-3133.8896148115323
35195.0,2354.13,1420.3877877392456
35243.0,1372.04,737.1610457217993
35266.0,98.23,2919.0425092837754
35280.0,12696.8,3357.0623689655754
35295.0,8009.82,1587.428562004788
35297.0,4573.47,1709.2437736324857
35381.0,1128.12,1360.0342939768714
35392.0,1727.13,1390.2308696795155
35447.0,1128.12,1360.1040677977783
35452.0,35600.44,4872.251433085006
35473.0,52.75,1038.5566106156857
35500.0,1128.12,1190.7843255952257
35515.0,1128.12,789.8211122068222
35642.0,1668.01,1377.4271320629814
35648.0,1128.12,996.6142741817556
35702.0,1128.12,1440.9002491296308
35779.0,1128.12,1143.4056604991454
35785.0,602.17,1357.5140618105956
35799.0,1128.12,1380.3328149919607
36008.0,1128.12,641.5790713873691
36009.0,1128.12,-730.732696674569
36057.0,1706.06,1048.9578866367206
36078.0,1128.12,1160.2450553542762
36083.0,1390.42,2483.630879284718
36092.0,1128.12,196.47035820330547
36180.0,1128.12,1001.9713066441261
36180.0,70.2,1001.9713066441261
36186.0,2074.64,2461.3141261777555
36195.0,1729.16,1592.9377305501137
36204.0,1128.12,-2764.7240152416507
36238.0,1128.12,555.7545806128293
36264.0,1128.12,1512.062434246923
36271.0,564.06,1263.0390396706782
36350.0,1128.12,2214.1887048694366
36372.0,1128.0,854.9747672147515
36447.0,149.72,949.6111379555063
36457.0,3507.13,2992.053838606949
36475.0,64.34,2645.9844158884357
36499.0,192.16,2222.1353668574397
36506.0,1128.12,1628.7376111215817
36587.0,1128.12,2723.6084982036764
36615.0,1495.88,1448.8395041590634
36617.0,493.97,-1740.6564048934547
36763.0,1128.12,482.9222584042729
36764.0,1520.13,-1422.9388384679967
36785.0,129.32,5931.021068711771
36835.0,1128.12,1590.585486211992
36845.0,1128.12,3938.0808447110217
36870.0,1020.65,1531.2510314173282
36880.0,1128.12,1533.7942904327435
36890.0,1128.12,-1676.9196640006337
36906.0,37.12,1472.8352790503636
36935.0,1128.12,1324.6349426174281
36945.0,1128.12,-817.3246275622167
36959.0,4614.79,3161.535256458234
36959.0,1128.12,3161.535256458234
36978.0,1128.12,-9640.054966883898
36988.0,1128.12,1308.2630916450362
36997.0,1128.12,1214.75371826941
36999.0,844.77,6734.640915479789
37025.0,77.49,1235.3096500374138
37043.0,1128.12,1403.5252913508916
37049.0,1128.12,-6880.966401242015
37050.0,2693.32,-9424.861999204606
37237.0,177.38,6325.278498206887
37253.0,1128.12,53.297756203984136
37253.0,2847.63,53.297756203984136
37261.0,1128.12,1194.2341140373537
37329.0,4114.97,6317.500950809116
37454.0,1128.12,1558.2762072126109
37478.0,244.49,1383.2101073297745
37509.0,12142.1,4355.8211935919535
37523.0,3052.27,1400.985503656977
37575.0,1128.12,1298.2540517184746
37608.0,1454.08,1527.5653538294757
37627.0,1128.12,962.2051899362992
37656.0,406.8,1044.5336719606507
37666.0,1128.12,1372.5251366997009
37668.0,2101.42,1760.600099768531
37677.0,1128.12,567.8137409395175
37715.0,441.8,2322.3317892288937
37727.0,1874.21,4312.894326725617
37815.0,87.81,819.0897621185951
37826.0,2256.24,1240.821568205254
37874.0,167.69,4963.821703226305
37879.0,263.92,1009.6553318319694
37931.0,1128.12,2514.0950816569243
37966.0,2631.73,993.453494386179
37998.0,89.03,2270.0765041329073
38153.0,3715.61,2744.32083170068
38174.0,1128.12,3174.9035963794445
38264.0,410.62,1133.8084241270794
38335.0,403.4,107.02563559944097
38367.0,1461.34,6462.556835950561
38369.0,423.01,8248.010074465265
38412.0,1015.35,3760.5931233934816
38420.0,1128.12,1202.3215023382018
38485.0,508.49,914.6914739281807
38500.0,2465.44,2223.389702216753
38551.0,1128.12,1263.6472377480616
38634.0,1128.12,73.979025372286
38727.0,8348.92,1061.1288110420908
38729.0,1128.12,-1976.4564525133112
38756.0,2080.35,1025.5640399828671
38789.0,1128.12,1765.70134610484
38838.0,766.05,3450.888953401986
38858.0,1128.12,1212.9440357399824
38861.0,507.35,2234.1198386861415
38874.0,478.99,1038.3981566858035
38875.0,1128.12,1558.4724883173035
38963.0,382.13,3289.908766552379
38991.0,76.17,841.6438041633196
39000.0,1128.12,2328.2849129489164
39016.0,579.7,1860.7462748619023
39021.0,1128.12,4234.521516161925
39034.0,87.33,-4707.346578713014
39143.0,427.65,-11203.30284038342
39157.0,352.06,521.5155593425308
39159.0,1128.12,2850.5671774320595
39161.0,1409.82,4508.018629367159
39171.0,1128.12,3013.3603513913504
39190.0,6053.65,2020.4690628432688
39206.0,1128.12,-1753.195305923087
39219.0,1128.12,1297.7240221610493
39248.0,1128.12,1323.9186795423986
39319.0,1128.12,1073.6553340363682
39342.0,71.11,8932.790321633942
39374.0,1128.12,-1775.5344807140002
39391.0,253.11,-199.52314165046675
39463.0,113.96,-1845.618549146881
39463.0,1128.12,-1845.618549146881
39469.0,1128.12,1135.6830013756778
39481.0,812.95,56589.9151405649
39526.0,195.18,2101.2615091491225
39559.0,1128.12,2173.183596347375
39597.0,1200.5,1911.2704846729919
39620.0,1128.12,1162.1040337148959
39638.0,1128.12,-3017.385067519272
39642.0,1356.79,890.1424234102203
39732.0,82.23,998.3994349767743
39739.0,1681.34,1583.2111791661835
39771.0,131.59,130.467389730327
39784.0,5086.8,1875.1090948173419
39793.0,1128.12,1356.626616290522
39794.0,201.6,3961.3172315478664
39805.0,2652.61,1559.2000140286755
39819.0,1128.12,3906.2765210611287
39826.0,904.17,1187.308453145296
39832.0,1055.38,660.8507486813804
39875.0,1128.12,-96.19911605235009
39879.0,1128.12,443.832398012682
39941.0,1128.12,-131.79839082219138
39980.0,578.77,-512.33921743323
39994.0,712.96,-1188.6206085997235
40012.0,1128.12,2667.2520928107306
40025.0,1067.17,2121.9389868039775
40048.0,2652.49,2217.4363558787254
40049.0,1128.12,2735.3675175651483
40051.0,815.43,3057.95400972822
40051.0,936.22,3057.95400972822
40095.0,409.15,587.1885506971889
40123.0,1128.12,1557.9586817097468
40162.0,74.39,1903.9433970433586
40185.0,1128.12,1321.7819777960426
40206.0,2652.61,3865.1603565263817
40219.0,1196.49,1503.8458808834082
40251.0,1362.9,-250.86286563240233
40288.0,6530.45,1658.011742317504
40339.0,642.29,1573.1915098636825
40341.0,1128.12,1243.5151191849407
40346.0,1555.57,852.9893698787254
40346.0,1128.12,852.9893698787254
40351.0,2386.66,2545.5073830211563
40367.0,1128.12,-4329.846232623486
40383.0,328.06,1228.9147353975852
40389.0,692.75,1469.321796529487
40412.0,1128.12,223.339525386909
40413.0,1128.12,1280.422064745048
40434.0,1128.12,1028.6979357023595
